NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Gender,Age,Phases,Enrollment,Study Type,URL
NCT04740125,SURVEY ABOUT STRESS-COVID IN HEALTH CARE WORKERS IN NORTH AFRICA COUNTRY,COVID-STRESS,Completed,No Results Available,HEALTH CARE WORKERS,,All,"18 Years to 70 Years   (Adult, Older Adult)",,368,Observational,https://ClinicalTrials.gov/show/NCT04740125
NCT04379232,Surgical Activity During the Covid-19 Pandemic: Results for 112 Patients in a French Tertiary Care Center,SurgiCovid,Completed,No Results Available,Digestive Cancer|Gynaecological Cancer|Head and Neck Cancer,Biological: Screening test for covid ( RT PCR and CT Chest),All,"18 Years and older   (Adult, Older Adult)",,112,Observational,https://ClinicalTrials.gov/show/NCT04379232
NCT04466605,Effect of Tele-Yoga Therapy on Patients With Chronic Musculoskeletal Pain During Covid-19 Lockdown,,Completed,No Results Available,Chronic Musculoskeletal Pain,Other: Tele-yoga therapy|Other: Primary care,All,18 Years to 60 Years   (Adult),Not Applicable,64,Interventional,https://ClinicalTrials.gov/show/NCT04466605
NCT04815057,The Effects of Wellness Training Given to Fifth Grade Students During the Covid-19 Epidemic Period,,Completed,No Results Available,Health Behavior,Behavioral: Wellness Education,All,"Child, Adult, Older Adult",Not Applicable,176,Interventional,https://ClinicalTrials.gov/show/NCT04815057
NCT04305574,Social Media Use During COVID-19,,Completed,No Results Available,Coronavirus|Depression|Anxiety|Stress,Behavioral: Use of social media during COVID-19,All,"21 Years and older   (Adult, Older Adult)",,1145,Observational,https://ClinicalTrials.gov/show/NCT04305574
NCT04796064,Low Versus High-Intensity Aerobic Training in Community-dwelling Older Men With Post-COVID 19 (SARS-CoV-2) Sarcopenia,,Completed,No Results Available,Sarcopenia,Other: low-intensity aerobic training,Male,"60 Years to 80 Years   (Adult, Older Adult)",Not Applicable,76,Interventional,https://ClinicalTrials.gov/show/NCT04796064
NCT04385823,Use of High Flow Nasal Cannula Oxygen and Covid-19 Acute Hypoxemic Respiratory Failure,,Completed,No Results Available,"Respiratory Syndrome, Acute, Severe|Hypoxic Respiratory Failure|Viral Pneumonia",Device: patients receiving nasal high flow,All,"18 Years and older   (Adult, Older Adult)",,62,Observational,https://ClinicalTrials.gov/show/NCT04385823
NCT04414618,A Study of Opaganib in Coronavirus Disease 2019 Pneumonia,COVID-19,Completed,No Results Available,Coronavirus Infections,Drug: Opaganib|Drug: Placebo,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2,42,Interventional,https://ClinicalTrials.gov/show/NCT04414618
NCT04409197,"Evaluation of Changes in Weight, Sleep, and Other Psycho-behavioural Parameters During Covid-19 Confinement in Subjects Monitored by the RNPC Network",CO-RNPC,Completed,No Results Available,Comorbidities|Confinement|Obesity,,All,"18 Years and older   (Adult, Older Adult)",,4789,Observational,https://ClinicalTrials.gov/show/NCT04409197
NCT04347031,A Study of the Effectiveness of an Off Label Mefloquine Use for the Treatment of Patients With COVID19,,Completed,No Results Available,"Pneumonia, Viral|Respiratory Failure",Drug: Mefloquine|Drug: Hydroxychloroquine|Combination Product: Mefloquine + azithromycin + / - tocilizumab|Combination Product: Hydroxychloroquine + azithromycin + / - tocilizumab,All,18 Years to 60 Years   (Adult),Phase 3,320,Interventional,https://ClinicalTrials.gov/show/NCT04347031
NCT04696679,Quality of Life of Very Preterm Children With Dysexecutive Disorders at Elementary School Age During the Confinement-deconfinement Period of Covid-19 Pandemic,GPE-QolVID,Completed,No Results Available,Very Preterm Children With Dysexecutive Disorders,Other: Patient Quality of life assessment|Other: Control group Quality of life assessment,All,7 Years to 9 Years   (Child),,170,Observational,https://ClinicalTrials.gov/show/NCT04696679
NCT04441476,Ethical and Psychological Support for Health Care Professions in Intensive Care Units in the COVID19 Pandemic Context: Adequacy With Needs and Psychological Impact Crisis and Post-crisis,PsyCOVID,Completed,No Results Available,Psychological Strain,Other: Questionnaires|Other: psychological and sociological interviews,All,"18 Years and older   (Adult, Older Adult)",,3080,Observational,https://ClinicalTrials.gov/show/NCT04441476
NCT04874363,The Effects of Smoking on Mortality in Patients With Acute Respiratory Syndrome Coronavirus 2 Infection,,Completed,No Results Available,Covid19|Smoking,Other: no intervention,All,"18 Years and older   (Adult, Older Adult)",,150,Observational,https://ClinicalTrials.gov/show/NCT04874363
NCT04799704,Tear Film SARS-nCoV-2 Detection in Symptomatic and Pauci-symptomatic Patients.,Eye-Covid,Completed,No Results Available,Covid19|Eye Diseases,Diagnostic Test: swabbing of conjunctiva,All,"18 Years and older   (Adult, Older Adult)",,30,Observational,https://ClinicalTrials.gov/show/NCT04799704
NCT04343729,Methylprednisolone in the Treatment of Patients With Signs of Severe Acute Respiratory Syndrome in Covid-19,MetCOVID,Completed,No Results Available,SARS-CoV Infection|Severe Acute Respiratory Syndrome (SARS) Pneumonia,Drug: Methylprednisolone Sodium Succinate|Drug: Placebo solution,All,"18 Years and older   (Adult, Older Adult)",Phase 2,416,Interventional,https://ClinicalTrials.gov/show/NCT04343729
NCT04393077,Emotional Freedom Technique (EFT) Effect on Nurses,,Completed,No Results Available,"Stress|Anxiety|Burnout, Caregiver",Behavioral: Emotional Freedom Technique,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,80,Interventional,https://ClinicalTrials.gov/show/NCT04393077
NCT04308668,Post-exposure Prophylaxis / Preemptive Therapy for SARS-Coronavirus-2,COVID-19 PEP,Completed,Has Results,Corona Virus Infection|Acute Respiratory Distress Syndrome|SARS-CoV Infection|Coronavirus|Coronavirus Infections,Drug: Hydroxychloroquine|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,1312,Interventional,https://ClinicalTrials.gov/show/NCT04308668
NCT04757207,Pandemia And Exercise in Turkey in University Students of Turkey,,Completed,No Results Available,Sedentary Behavior|Covid19,Other: survey,All,"17 Years to 40 Years   (Child, Adult)",,5474,Observational,https://ClinicalTrials.gov/show/NCT04757207
NCT04486144,Impact Nerium Oleander on Immune Function,,Completed,No Results Available,Covid19 Positive Patient|Covid19 Close Contact|Immune Function,Other: Proprietary extract of Nerium oleander,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,82,Interventional,https://ClinicalTrials.gov/show/NCT04486144
NCT04492189,Containment Measures and Eating Disorders,COVITA,Completed,No Results Available,Eating Disorders|COVID 19,,All,"18 Years and older   (Adult, Older Adult)",,40,Observational,https://ClinicalTrials.gov/show/NCT04492189
NCT04788355,Prevention of Complications (SARS-CoV-2): Clinical Study,,Completed,No Results Available,Complication,Drug: Control group (standard hospital treatment)|Drug: Group Hydroxychloroquine|Drug: Group Hydroxychloroquine and apixaban|Drug: Group Apixaban,All,"18 Years and older   (Adult, Older Adult)",Phase 3,176,Interventional,https://ClinicalTrials.gov/show/NCT04788355
NCT04427969,Early Prone Position on Coronavirus Disease 2019 Pneumonia,Prone Position,Completed,No Results Available,Coronavirus Infection|Acute Respiratory Failure,Behavioral: prone position,All,"18 Years and older   (Adult, Older Adult)",,33,Observational,https://ClinicalTrials.gov/show/NCT04427969
NCT04341584,CORIMUNO-ANA: Trial Evaluating Efficacy Of Anakinra In Patients With Covid-19 Infection,CORIMUNO-ANA,Completed,No Results Available,Corona Virus Infection,Drug: Anakinra,All,"18 Years and older   (Adult, Older Adult)",Phase 2,161,Interventional,https://ClinicalTrials.gov/show/NCT04341584
NCT04799132,Association Between Body Mass Index and HFNC Therapy Success,,Completed,No Results Available,"Covid19|Obesity|Overweight|Pneumonia, Viral",,All,"18 Years and older   (Adult, Older Adult)",,303,Observational,https://ClinicalTrials.gov/show/NCT04799132
NCT04430023,Epidemiological and Demographic Data From 150 Patients Diagnosed With Coronavirus Disease 2019 Pneumonia,,Completed,No Results Available,Corona Virus Infection|Pneumonia|Acute Respiratory Failure,Other: epidemiological and demographic characteristics,All,"18 Years and older   (Adult, Older Adult)",,150,Observational,https://ClinicalTrials.gov/show/NCT04430023
NCT04517097,Study of the Specific Seroprevalence of SARS-CoV-2 in a Sample of Patients and Salaried Staff From a French Anti-cancer Center at the End of the Containment Period of the SARS-CoV-2 Pandemic,canSEROcov,Completed,No Results Available,Cancer,Biological: blood sample,All,"18 Years and older   (Adult, Older Adult)",,1680,Observational,https://ClinicalTrials.gov/show/NCT04517097
NCT04467112,Non Inferiority Trial for Detection of nCOVID-19 Through Analysis of Exhaled Breath Aerosols,,Completed,No Results Available,COVID,Device: Breath Biopsy face masks with removable filters and fitted PVA strip,All,"16 Years and older   (Child, Adult, Older Adult)",,8,Observational,https://ClinicalTrials.gov/show/NCT04467112
NCT04737486,A First-in-Human Study of AV-001 in Healthy Subjects,,Completed,No Results Available,Covid19-associated ARDS|Covid19|ARDS,Drug: AV-001|Other: Placebo,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1,48,Interventional,https://ClinicalTrials.gov/show/NCT04737486
NCT04403061,Th1/Th2/Th17/TREG and TLRs Activation/KIR for COVID 19 Prediction of Outcome,Resistir,Completed,No Results Available,"Disease, Viral|Cytokine Release Syndrome|TLRs",Diagnostic Test: Cytokines measurement|Diagnostic Test: Cellular response|Diagnostic Test: TLRs activation measurement|Diagnostic Test: KIR phenotype evaluation,All,"18 Years to 100 Years   (Adult, Older Adult)",,106,Observational,https://ClinicalTrials.gov/show/NCT04403061
NCT04338841,HOME-CoV: Hospitalization or Outpatient ManagEment of Patients With a SARS-CoV-2 Infection,HOME-CoV,Completed,No Results Available,Coronavirus Infection,Other: HOME-CoV rule implementation,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,3133,Interventional,https://ClinicalTrials.gov/show/NCT04338841
NCT04323527,Chloroquine Diphosphate for the Treatment of Severe Acute Respiratory Syndrome Secondary to SARS-CoV2,CloroCOVID19,Completed,No Results Available,SARS-CoV Infection|Severe Acute Respiratory Syndrome (SARS) Pneumonia,Drug: Chloroquine diphosphate,All,"18 Years and older   (Adult, Older Adult)",Phase 2,278,Interventional,https://ClinicalTrials.gov/show/NCT04323527
NCT04349163,Resilience Evaluation of Caregivers During the SARS-CoV2 Epidemic Period : Prospective Cohort.,Resi-CoV,Completed,No Results Available,Psychological,Other: Questionnaire,All,"Child, Adult, Older Adult",,280,Observational,https://ClinicalTrials.gov/show/NCT04349163
NCT04276987,A Pilot Clinical Study on Inhalation of Mesenchymal Stem Cells Exosomes Treating Severe Novel Coronavirus Pneumonia,,Completed,No Results Available,Coronavirus,Biological: MSCs-derived exosomes,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 1,24,Interventional,https://ClinicalTrials.gov/show/NCT04276987
NCT04822285,Effect Psychological Triaging Intervention on Students' Psychological Distress and Resilience Capacity,Triaging,Completed,No Results Available,Psychological Distress|Resilience,Behavioral: Psychological Triaging Intervention|Behavioral: Routine psychological support,All,"Child, Adult, Older Adult",Not Applicable,64,Interventional,https://ClinicalTrials.gov/show/NCT04822285
NCT04556149,"imPulse™ Una Full-spectrum, Over Clothing E-stethoscope",,Completed,No Results Available,Corona Virus Infection|Coronavirus,Device: imPulse™ Una e-stethoscope|Device: Philips Lumify Ultrasound System,All,"18 Years to 90 Years   (Adult, Older Adult)",,34,Observational,https://ClinicalTrials.gov/show/NCT04556149
NCT04322682,Colchicine Coronavirus SARS-CoV2 Trial (COLCORONA),COVID-19,Completed,No Results Available,Corona Virus Infection,Drug: Colchicine|Drug: Placebo oral tablet,All,"40 Years and older   (Adult, Older Adult)",Phase 3,4506,Interventional,https://ClinicalTrials.gov/show/NCT04322682
NCT04854941,Efficacy of Probiotics in the Treatment of Hospitalised Patients With Novel Coronavirus Infection,,Completed,No Results Available,Coronavirus Infection,Other: Probiotics,All,"18 Years to 75 Years   (Adult, Older Adult)",Not Applicable,200,Interventional,https://ClinicalTrials.gov/show/NCT04854941
NCT04282135,Detection of Influenza or SARS-CoV-2 Infection by IMS of Nasal Air Sampling,,Completed,No Results Available,Influenza,Diagnostic Test: MCC IMS,All,"18 Years and older   (Adult, Older Adult)",,76,Observational,https://ClinicalTrials.gov/show/NCT04282135
NCT04363788,Needle Stick Injuries in Emergency Medical Service Practice,,Completed,No Results Available,Cardiac Arrest|Needle Stick|Injuries|Glowe,Procedure: double gloves,,"Child, Adult, Older Adult",,300,Observational,https://ClinicalTrials.gov/show/NCT04363788
NCT04664296,COVID-19 - SARS-CoV-2 Community Contamination in Children and Adults (Dyn3CEA_Nosocor),,Completed,No Results Available,Infection Viral,Other: Review of medical patient file|Other: Phone call interview,All,"Child, Adult, Older Adult",,72,Observational,https://ClinicalTrials.gov/show/NCT04664296
NCT04252885,The Efficacy of Lopinavir Plus Ritonavir and Arbidol Against Novel Coronavirus Infection,ELACOI,Completed,No Results Available,Coronavirus Infections,Drug: Lopinavir and Ritonavir Tablets|Drug: Arbidol,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 4,86,Interventional,https://ClinicalTrials.gov/show/NCT04252885
NCT04392219,"COVID-19 First In Human Study to Evaluate Safety, Tolerability, and Pharmacokinetics of EIDD-2801 in Healthy Volunteers",,Completed,No Results Available,Coronavirus,Drug: EIDD-2801|Drug: Placebo,All,18 Years to 60 Years   (Adult),Phase 1,130,Interventional,https://ClinicalTrials.gov/show/NCT04392219
NCT04666233,Personal Protective Equipment for the Prevention of SARS-Cov-2 During Neonatal Resuscitation,,Completed,No Results Available,Neonates Needing Resuscitation at Birth,Procedure: Neonatal resuscitation with PPE for the prevention of SARS-Cov-2 infection|Procedure: Neonatal resuscitation without PPE for the prevention of SARS-Cov-2 infection,All,"Child, Adult, Older Adult",Not Applicable,48,Interventional,https://ClinicalTrials.gov/show/NCT04666233
NCT04649996,Variation in Acute Appendicitis During COVID-19 Pandemic in Italy,,Completed,No Results Available,Acute Appendicitis,Procedure: Appendectomy,All,"Child, Adult, Older Adult",,532,Observational,https://ClinicalTrials.gov/show/NCT04649996
NCT04441632,Effect of Positive Attitudes on Behavior and Wellness,TEAM-ICU,Completed,No Results Available,"Burnout|Stress, Emotional",Behavioral: Positive feedback,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,24,Interventional,https://ClinicalTrials.gov/show/NCT04441632
NCT04445441,An Observational Study to Assess the Protocol for the COVID-19 Treatment in Burkina Faso,CHLORAZ,Completed,No Results Available,Coronavirus Infection,,All,"18 Years to 99 Years   (Adult, Older Adult)",,153,Observational,https://ClinicalTrials.gov/show/NCT04445441
